001	1j4r 
NDG	3gck 3gc1 8agb 8agc 1sl6 1slc 1slt 1ppg 2aez 1fmu 1xmn 1yym 1yyl 3nw3 3cql 2qtb 2qt9 3fpt 1tdo 1tdn 1rvt 5e97 1s4n 1s4o 4d4u 3huj 3g70 3czn 1zag 2oye 3eri 5elb 5eld 5ele 2hty 7psj 1thg 1rer 1reo 1ljy 8dcw 2win 5ajc 1bqs 7o0x 7o0v 7o0w 7o0u 3n8w 3n8v 3n8z 3n8y 1tg8 4uz3 1lq8 1lqv 1ovz 2aos 2a1d 1n26 1n2k 1n2l 1skb 1hcy 3jtc 1z8l 3maw 1ei9 5xof 2h43 2hzh 4a4a 1ja7 1wno 1q55 1q5a 1q5c 1q5b 1ti8 4up4 1usr 1zu8 7vwb 1x70 1n86 3l5h 1wht 1tdk 2alu 4z2q 4z2s 4rus 2x6w 1ij8 3n43 3n42 3n41 3n40 2zuv 7vs9 1w6p 2ch5 1tk3 1fzd 3jxa 4rco 2oph 2h7c 5kv8 4kru 1q4g 8cwf 8cwg 8cwd 8cwe 8cwb 8cwc 3qdw 3d0g 3d0i 3d0h 3ry6 3a79 3a7b 2avi 3ciy 2j1e 3cig 1p8t 4xot 4xop 1lwu 1lmp 3k1w 2rft 2a74 6n1x 1v2i 5i4d 1ju2 2g5b 1nu6 4udg 1fq5 1rzj 7bhn 7bhm 1st8 1aiv 2h6o 2hlo 4a6o 2goo 3iyw 1zl1 3c5x 1fq4 4xad 1ive 1ivy 3keh 6l6n 3d11 3dgv 1m1j 2gbc 4lo3 2ht5 2ifg 2zch 4xn3 5y56 2yy1 3qmo 6yi5 4nz4 4nz5 1v3c 1v3d 1j8h 1u8c 1u8e 3eyv 1jv2 1jvq 6lzq 1umi 1fq6 1fq3 3h0c 7qdg 1pc8 2z64 2z65 2zxe 4b1q 1lcs 3hn3 5z7m 5z7n 1abr 2zuw 2zuu 3e80 1tl2 1s3k 2j7m 6eyt 2e53 4xm3 4xmy 1wmr 8fra 1sr0 2gvy 1diy 1ax2 1dfv 1ysc 4rm0 1g6i 5o2n 4dig 6gke 1ldp 1auk 2z82 1d0m 1xfd 5elc 1nwt 1nwu 1nws 7p7w 3pun 3kj4 4dxg 2qfr 1jmo 1t83 5mb4 1dlh 1dl2 2b31 1l5g 3a4x 6gvr 6gvp 7vs8 2id4 4rdl 4xle 4xlf 3gdp 1lzy 1pw5 8cwh 4ocj 4ock 4ocv 4ocu 1jpy 2e7q 3wfz 2fd6 2fdm 1atn 2hpa 4xor 1m1x 1ruz 1ruy 4b8v 5u75 3pvd 6pku 6pki 7pr7 7pr9 2cwg 3hs6 2gjx 3c6e 7sck 7scj 3lek 3d4l 1i1a 6hjd 4wze 4wzl 4wzk 1zpu 6jo8 2aai 1fiz 2ips 1qdd 3bt6 1yuk 3k24 2dsu 4c83 1p53 5a0f 2hg0 5xfd 2dsf 1rv0 1jdn 1pnf 7xf7 7xf8 6ejk 6ejj 1gan 4mb5 4mb4 1ghq 7p9p 7p9y 4lwx 6orh 6orf 3qdv 8d0q 1lmq 1sz0 2qoe 3m7o 3htq 3htp 3htt 3hto 1nd5 3lqz 1igz 1igy 1igx 3krq 1lx5 1flc 1ciw 2ri9 6rym 1v7x 1v7w 4gvf 1tu5 2rdg 1sdd 1sdx 7be3 7byx 4rdk 5a3l 1w8h 4xr6 2dr0 1mql 1bcs 1pum 1ziw 4x1z 4x1x 1zi3 3fus 1mx1 1mx5 1m6b 1l8j 3agv 1i3r 2bjh 4ndz 1syo 4udk 1oqo 2ahx 1tkr 3iaz 2doj 3qh0 4p8s 4p8w 3ala 1lel 1rdn 4q26 4yej 2uvo 3g6z 1d9u 1d9k 1qfu 6e20 1v84 1t89 1ywh 3fru 1js8 8dcu 8dct 8dcv 2fa7 6v1c 2fv1 2o5n 8frg 5xsw 4x0c 1rk0 1ldo 1ldq 2arx 2z7x 1zj1 1c1z 7all 6p3s 6p3r 4xkw 2b7y 1lsz 6g0x 3o9j 1fl7 1o7s 1w1a 4b9h 1lk6 3nvq 3nvn 3nv2 2dtw 2dt0 2dt1 1wpx 1u67 1om0 3es6 2hha 4yel 2zr1 1l3w 8d87 2bc4 1rd3 1rd8 1ozn 7vi7 8frb 8fr9 6x7y 2px1 2gy7 2gy5 1ow0 1owq 2a0z 2a0q 2iit 1n1m 4agt 4l92 
NDH	1o7p 
NDJ	3wf2 
NDK	7ue6 
NDM	1jsz 
NDN	3b5b 
NDO	1ai3 
NDP	3nxr 3nxv 3nxt 3nxy 3nxx 3nxo 3wxb 4imp 3jw5 3jw3 3jwm 3jwk 3jwf 3jwc 1dgf 6ddw 6dds 2d5n 2x99 2xw7 2w5k 5vwt 3nwl 1t2a 3aua 4ixe 4ixg 4ixf 1pgo 6wxv 8ozv 7s04 7v2f 8gym 7v2k 7v2r 3eej 3phi 4xwy 3gyf 2glx 2pfh 2pf8 5doz 4pvd 4dph 1ohj 1ohk 2c2t 6ztq 4idf 6vv9 6vv7 4o0l 2ggs 7b0n 7v2d 4kfj 1df7 6wep 6yj4 1lqa 1lqu 3j7b 5dul 4z3d 6g2j 1o8c 8a0n 5hpb 4m2x 3ai3 3ai2 4i3k 5hqz 6rum 6rul 1z82 7f7l 2vro 3gmd 6t1t 3ntz 6ddp 1pd8 7zhw 7zhu 1e7y 1e7w 4tqg 7zq4 2zcv 2z1m 6d2v 3um8 3um6 3um5 8esz 8esw 3djg 3djj 1ja9 3kgy 4piv 3f8z 3f8y 8gkc 1q5m 4jbi 7emg 3tq8 3tq9 3tqb 3tqa 3tqh 3fre 3frd 3frf 3fr8 5tsd 6wpr 4xcv 6pay 1rpn 5xvx 6pfi 4k26 6kwt 4up3 1u70 7toc 5jry 3sju 1us0 7c83 6rjn 6rjr 7vwj 3fy8 3fyv 3fyw 1x7h 6owe 7w1t 7w1w 7w1v 7w1x 7w1o 4j1q 7w0y 2lf1 1dg7 1dg5 1dg8 1dgh 1grb 1gra 3e0b 2hxv 8c79 5dbf 1ia1 1ia3 1ia2 1ia4 4quv 4cv1 4cv0 3sgy 3ro9 3roa 3wqq 3wqs 3wqr 4idd 4idc 7di8 7vzw 7vzv 5hqy 1ynq 2p5n 8b6f 7b93 1h6v 1h6a 1h6c 1h6b 1h6d 8om1 3irn 3iro 4wk6 1xkq 8oh5 3qyo 3qyl 8eyk 1ry8 1ryd 4e5y 3nu0 1cyd 3cse 3csd 3eem 3eel 3eek 4i08 5tii 4rcv 7pjn 6nnh 6nni 6nna 6nnd 4a5l 3ulk 4oqy 1u31 6vo2 3hwr 2gn4 5c37 4h73 4i3l 1m7a 2frd 2fr0 2fr1 3fs6 4xe6 8b9z 4xb2 4xb1 5xwv 5xw0 3kbo 6kp7 6kp2 6kpr 6zr2 3dfr 5i95 5i96 8jfb 5gkn 7xwl 7xwm 7xwi 7xwj 7xwk 7xwu 8eyi 4kd7 1bsv 1rye 6jcz 6r48 5hve 5hvb 6qbx 2ilu 6n1s 6n1t 8dfr 1xu9 1xu7 8cat 2dbv 4p38 6a7e 6a7c 1juv 5voh 6jha 6jhb 6smt 1h7x 6dhq 4gae 7c2o 4h8n 7r6g 2w0h 2xdr 2f2k 7zhz 7zhy 5t0l 4hcx 3jyn 7dll 7y8l 7y8m 7y8n 6c5n 8bee 8jfd 4a65 4cbq 3uce 3gz4 4eck 1rm4 1rm5 1rm3 1u2d 1u2g 3dl5 3dl6 1q7c 8jat 5tqh 4g5d 2o2r 5xtd 5xtb 5xti 5xth 1y5m 1y5r 7col 2bgs 3s61 3dg8 3dga 4pdj 3slk 6h3d 7psa 4keb 6nnc 6nne 5g4l 2bl9 2bla 2blb 2blc 1f06 2qfx 3i8a 7vxu 7vxp 6qc8 6qc9 6qc2 6qc3 6qc6 6qc7 6qc4 6qc5 6qca 6qcf 1n5d 3wbw 7a3w 3byz 1wp4 5yvs 3qrw 1jvs 2c2s 6zkm 6zkl 6zko 6zkn 6zki 6zkh 6zkk 6zkj 6zke 6zkd 6zkg 6zkf 6zkc 6zku 6zkt 6zkv 6zkq 6zkp 6zks 6zkr 6zk9 4iql 7xh2 7xh4 3jsu 2z95 1kms 1kmv 1a80 3rhr 6gcs 1r0l 3f0b 3f0s 3f0q 3f0v 3f0u 3f0x 7qsn 4hbg 2wba 5ktk 2vdg 5wpj 2i99 6kot 3u4c 1j3k 4hoe 4hog 4hof 3fq0 3fqc 3fqf 3fqo 3fqv 3fqz 7f3y 4koa 8bqs 1doh 7zdp 4k1l 1iyz 3qgt 6l1g 6l1h 2jcv 1qzf 2bfo 2bfm 2bfa 2c6q 7w1p 7w1u 6x6v 3ey4 7ymb 6ojs 3zqa 2zb7 2zb3 1gwh 3qlx 3qly 3qlz 3qlr 3qls 3qlw 1wma 4qhv 4cuz 1lud 4ddr 2gv8 4gh8 4rvu 1dih 7y0k 2jd1 7vy8 5ht5 5ht4 3oid 7a24 7a23 3qqp 2x50 6lez 6leu 6lev 1j3j 3dk4 3qwb 4dif 7v2c 7v2h 5uat 5uav 7r4g 7r4f 7r4d 7r4c 7r47 7r46 7r45 7r44 7r43 7r42 7r41 7r48 2vn8 2he5 2hej 7zm7 6ypz 6vg0 4ha9 2fzj 2fzh 2fzi 7q3a 4rl6 6cia 1a4i 1wzi 2cvz 2cvq 4bva 3au9 3au8 3d80 3d84 3d8x 8jfc 8ewu 4l4x 3caq 7v2e 4h4u 2jcx 8a0z 6b0z 5l42 5l4n 8p2j 8crh 4kl9 5lnk 1dls 1dlr 7fgx 7fgy 7fgw 8bpx 1gir 3qfx 3d3f 7w1z 6rfr 6rfs 6rfq 6xg5 7ard 7arb 7arc 7ar8 7ar7 2oip 7o71 7xwn 7oct 1mb4 2y1f 5vg6 4dc1 4dc0 6g72 1xlt 5hui 6qa9 1n7g 1n7h 1k0j 2cah 2pkq 4b7g 4b7f 4b7h 5yvr 7qsk 7qsm 7qsl 7qso 7qsd 8gzu 3i6i 8bq5 8bq6 1d1g 3eb4 3eb3 6y79 1vj3 2hdj 3zhy 2clp 8olt 4ja8 6aog 6aoh 6aoi 3h2s 3qg2 5cpm 2w3v 2w3w 2w3a 2w3b 2w3m 6vfz 5ja3 6jzy 7cax 7cat 2yau 4bv9 7cxt 1zdl 7cs7 7cs6 7cs5 7cs4 7cs3 7cs8 5zxu 7p8w 2pkr 5mq6 4xyb 4k8d 2cwh 2cwf 5j6b 6vs5 6vs6 1jn0 1ofg 7v31 5zcm 3inv 3inm 3ing 6x3b 5l57 5l58 3etd 3ete 3etg 8e73 3kfy 7ect 7ecs 2gcg 3ru2 3ru3 7w00 7w0r 6ixj 7nm8 7aqr 7v33 7x12 7x11 3ght 7o6y 1yho 1guf 4qjc 4qjz 3ann 3anl 3anm 4q0e 4q0d 4dbv 1e5q 6io0 5svf 5svn 4yca 1hfq 1hfp 1hfr 1z3n 1kev 3ix9 1aoe 2vwp 6dhm 7zd6 7zdj 3ghs 3ghc 4b65 7f79 2w9g 2w9s 7zdm 5mha 1sej 4ita 4itb 3cge 5a03 5a06 5a04 5a05 7ak5 3eau 1boz 2i16 2i17 6ta1 6vei 6lh9 6lhj 6lhi 8ba0 2wzw 5b1y 5g6r 5g6s 6na6 6na5 6na4 5w3k 5w3q 6j7u 7d3e 7d3f 1c3v 2jap 2jah 3two 4aic 4kbn 3lf2 1m79 1m78 4xec 6q9d 1g0o 3axk 1tcs 2bka 6xg4 7w32 7w31 7w35 5gpn 7dlm 2r6j 4adw 7w0h 4m6j 1gt8 1gth 6jnt 6jnu 2bp1 3ri3 1exb 4ijr 5sun 5kf0 3ojf 7zeb 4oaq 2yhu 6t5x 6a0s 7v3m 7v32 7v30 4tu5 7ocr 7ocp 4ky4 4ky8 4kya 1dyr 4xrx 4xrb 6nki 4a03 7og3 7vyf 7vya 7vyn 7vyh 1qp8 5jca 5jcl 5c7h 4e37 3mje 3mjv 7vd9 2pev 6pm7 1ipf 1ipe 3dat 3dau 3dap 1xse 2wn6 1xhl 4h98 4h97 4h96 4h95 4u7w 3wby 6pf7 6pfe 1mxf 6pf8 6pf9 4xdz 6pfd 6pff 6pfg 6pfa 6pfb 6pfc 6pfh 3p19 3a14 7w20 7w2k 7w2l 7w2r 7w2u 3i6q 7ctw 7ctz 7cty 4hxy 4hx5 5zit 3ia4 4b4o 2rhr 2rh4 6rxc 1kc1 1kc3 1qfz 7pjm 4apn 3ras 7w2y 4dbz 3wg6 5gup 5gud 5t79 2egh 4rgq 1p33 5krq 7kh7 5aq1 2i76 7zq3 1frb 7vz1 1u72 3g5e 5vxa 5gz6 1q0l 1q0h 1q0q 4g8z 7w4g 6xhk 5k11 5k10 3r33 1qrq 4eil 8hb9 7f3z 2wov 2wow 2wox 1klk 5ovk 1ai9 1bws 3sef 1pnq 3a06 7tgh 7w5n 1ybv 7zdh 2rbe 7zmg 7zmb 7dn1 3td8 1abn 1dap 1y7t 7jk9 6aqj 1j3i 5fb3 6nd7 7pxx 3rg9 2qxw 3ghr 3ghv 3ghw 8j1g 3iup 6de5 6de4 3o26 1v9n 1yve 4oof 4ooe 6adg 6adi 7csf 7cse 7csd 7csc 7csb 7csa 7csh 6jqm 5gtl 4tsk 7rdu 4rfl 1dgb 1dgg 4blc 8bay 6tbb 6tbc 3sj7 1g0n 5v7g 7vb7 7vbz 7vbn 5z2l 4z0p 4dp3 6po0 6nf0 6hg6 5az1 4nmh 4zqh 7zhx 3sh2 2jd0 5thq 4kak 1daj 1gl3 7w4c 7w4f 7w4d 7w4e 7w4j 7w4k 7w4n 7w4l 7w4m 7w4q 4go0 2ano 2anq 7ak6 2hqp 5hsu 5hsr 1qor 4ag3 
NDQ	6tj8 6tj9 
NDR	1sqn 2w8y 
NDS	2np5 1u3d 1u3c 3ijc 6wh4 4irz 1tcv 2v42 5nx7 5nx6 
NDT	1dfg 7wd3 7ykz 
NDU	2vf0 3b9h 3bhl 3bhr 3b5b 3bfi 
NDV	3ndv 
NDW	7t7q 
NDX	7bw1 
NDY	4ciy 
NDZ	2znu 3qxm 3fv2 
NE0	8hyk 
NE1	2g9k 
NE2	2gab 
NE3	7ue7 
NE4	8fid 8fic 
NE5	6tjm 
NE6	5tmf 3dxj 
NE7	6oxu 
NE8	5i07 1y5v 6ygr 6ygz 
NE9	8aqe 
NEA	2np6 2np7 1g38 2ih2 2ih5 2ih4 2ibs 2ibt 
NEB	1nem 
NEC	6d28 2ydv 1ysz 5g53 6b99 6gdg 1u2o 7xy7 
NEE	4h6o 
NEF	6hr6 6hr9 
NEG	4w2i 4wf1 2qex 
NEH	1yy2 3phx 3phw 3i3t 3ihp 4ev2 7d0u 3o65 6pgv 7kfa 5lrw 6w9r 6w9s 4fjv 3poj 2ibi 
NEI	2h8m 
NEJ	6oxt 
NEK	6tjn 
NEN	4h46 6xb1 6xb2 8e8v 3m31 2z6b 4us0 7su8 1rp4 1cr5 3nvj 1rq1 
NEO	1br5 
NEP	1eud 4xwh 4gpz 5tdf 5zs7 5zs8 2hhj 1wvq 2hwg 1tip 6wfj 5zrm 3kyi 3fdz 4qpa 1qwo 6g4q 7mst 2scu 5tdm 4qp3 4qp2 4qp6 5tdz 8cxl 6e4z 6e4y 7xc1 2fpi 2fpp 2fp4 6mgg 5tes 4yak 5htk 6etj 2nu6 2nu9 4ybz 3gig 5hr5 7z32 3sq8 6isn 5y64 2qe6 1vsq 5lfk 5ium 4qp1 6rxf 6rxg 1scu 6mv5 7w5o 1e58 5y65 4xj0 
NEQ	1g86 2puo 3v61 4ozt 3v62 
NER	5urv 2euk 7wf0 
NES	3wyc 1ynl 1elv 
NET	1jdb 1ce8 1t36 1a9x 1bxr 1kee 1c30 1c3o 1cs0 1m6v 8d91 
NEU	7kp2 5f3m 2nm2 7rkb 2o90 
NEX	4lcz 8hq8 7zqc 7zq9 6kac 6kaf 6kad 7pin 7piw 7pi5 7pi0 8hlv 5zji 8ix1 8ix0 8ix2 7e0h 7e0i 7e0j 7e0k 8htu 7d0j 7oui 8c29 6yp7 5xnn 7pnk 3pl9 7xqp 8hg3 8hg5 8hg6 1rwt 7yca 7dz8 7dz7 8hpd 7wlm 7zqd 3jcu 8iwx 8iwy 8iwz 8bd3 6ijo 6ijj 5xnm 4rku 2bhw 6zzx 5xnl 5xno 
NEZ	5i03 6ygy 1y5w 
NF	1cx3 
NF1	3wmb 
NF2	2g92 2q1o 
NF3	7c60 
NF4	6oxv 
NF5	4d2w 
NF6	3wmc 
NF7	7m9g 6oxx 
NF8	6tjq 
NF9	8aqz 
NFA	5y8q 2btj 1xae 3u0k 4yjx 7f8w 2a4o 6lof 5y8r 2gw4 7yvb 2ogr 3lf3 2vvj 2efx 7f8v 7dnb 7dna 6gp1 6gp0 4hqc 
NFC	1wui 1wuh 
NFD	3i9j 
NFE	1h2a 1h2r 
NFF	7kcw 5ty7 5ty2 3nck 
NFG	1e4i 1uyq 3ptq 2pb1 6ha9 8i5s 
NFH	1gkc 
NFJ	6oxw 
NFK	7nge 7p0n 5ti9 7p0r 6gpv 
NFL	1td7 2wm3 7ty8 
NFM	3ix1 
NFN	1t9w 
NFO	1wuk 1wuj 
NFQ	4rzb 3mdw 4rdv 
NFR	1wul 
NFS	1suf 1su8 1su7 1su6 7xdm 7xdn 7xdp 7err 
NFT	1vsn 
NFU	7odg 4omf 5xvb 5aa5 5odr 5odi 5odc 6qii 8w6x 7vxq 5y4n 3rgw 5xle 4c3o 5odq 5odh 6cfw 6qgr 
NFV	7odh 5xlh 5xlf 5xvd 5xvc 5d51 5a4m 5mdj 5xlg 4iub 4iuc 4iud 5mdk 5mdl 4ttt 
NFW	4ces 
NFX	3rad 3foe 
NFZ	1yki 3r6w 
NG0	7ul4 
NG1	2dkd 2a2c 
NG2	4o91 
NG3	6ur9 
NG4	6oxy 
NG5	6tkm 
NG6	5gx7 1hmw 7eir 1ojp 1ojn 3ank 6s20 
NG7	4agw 
NG8	6tka 
NG9	8ar4 
NGA	3aj6 3aj5 8agk 4ary 6thy 7b6u 8em4 1uh1 4cj8 4d90 4z3f 4z3e 4asl 3up1 7b6t 8em7 4a45 4d3w 7v64 5ggo 3ah2 7z5s 7b6v 7b6s 5t52 5t55 2x61 1g1s 5a5a 2chb 2tep 5gqg 2d6p 4a5t 7v7k 1j8r 2gam 6h0b 3llz 2zl7 5x4a 5d6t 1afb 4l6t 6a7s 4zgr 2zqo 4n64 4n63 5fqh 5fqf 5fqg 6l6d 5ac4 3chb 5wvx 3m3q 4fdj 7eis 6qvm 2w1u 4gu3 1hua 7vac 7vaz 5l7u 2eal 5tpc 3d26 7v8q 1wmz 1lu1 1ulg 4aax 2z8e 4d0t 5cpy 5cpz 5cq0 1ojm 3ca3 2ofd 4cow 1ktc 3bwr 2x2t 2vmc 5cpw 6li7 2kqo 2fyd 4i4v 2z48 2hrl 3ayc 1y2v 1y2w 1y2x 7qe3 1fih 6qns 6n5b 3gh7 2w95 5vki 2d7i 2d7r 4owk 1ct1 5j7z 7ovw 4kbb 7qpt 6hmy 4adi 4adg 6wlw 5n0c 5n0b 5tpb 6lf2 7be3 4tuo 5nqa 4uap 4g9n 7ana 5kxb 1bch 1bcj 5lf5 4x10 4x15 4x14 2wn3 2wn2 2dvb 3rsj 2ahg 3cor 6wm2 5lr0 3dwq 2vu9 4u60 4p5y 4zh1 7qe4 5gub 5t78 1fv3 1fv2 6kam 5gza 4x0z 6zvm 6m77 6s24 6s22 6tig 4b3v 2xrq 3d12 5mf1 6ug7 6ug8 6ug9 6zzw 
NGB	4m82 
NGC	6e7h 4pot 5eq3 7ee5 7t1v 3dwp 3dwq 3sis 6s2i 
NGD	2o3u 3zwn 3zwo 
NGE	2wx9 2wyk 6s04 5yyb 
NGF	4img 
NGH	1rmz 4dpe 2jnp 5lab 4ja1 1z3j 1q3a 4g9l 1ycm 2jsd 
NGI	4uhr 4ug2 
NGJ	4uvp 
NGK	1nn2 2bat 7oz9 1ofl 
NGM	1qch 258d 1d21 182d 1d17 282d 245d 224d 
NGO	4c7g 1e6z 4hmd 2wzh 
NGP	1l0r 
NGQ	3mdu 4rdw 
NGR	2k46 
NGS	3znl 7p24 7oz8 3znk 4krv 4unz 4uny 4uo8 4uo7 1kes 7dvb 7wdt 4n62 4cz0 6x3k 5bo9 4a2m 7dva 
NGT	2gk1 2chn 5a6a 2wk2 3ozo 6k35 4jaw 3fhq 2wly 2wlz 2w92 1hp5 2wm0 2epn 1np0 5oar 3sur 
NGU	1d22 
NGV	1sjw 2f98 
NGW	4az5 4azc 
NGY	7p24 7psk 7wdt 3uan 2erm 5gwf 7prb 7pr8 6xkg 
NGZ	3fir 1abr 3d12 
NH0	7uf9 
NH1	1os5 
